side,name,page_link,bills,committees,district,party,title,image_url,saved_image
House,Justin Slaughter,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2900,https://www.ilga.gov/house/RepBills.asp?MemberID=2900,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2900,27,D,,https://www.ilga.gov/images/members/%7B170C17F3-38A1-42E5-B222-020B43077D53%7D.jpg,house/justin-slaughter.jpg
House,Nicholas K. Smith,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2919,https://www.ilga.gov/house/RepBills.asp?MemberID=2919,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2919,34,D,,https://www.ilga.gov/images/members/%7B4D7D283C-73C8-40F8-A3F0-7FA9301456F5%7D.jpg,house/nicholas-k-smith.jpg
House,Keith P. Sommer,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2793,https://www.ilga.gov/house/RepBills.asp?MemberID=2793,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2793,88,R,,https://www.ilga.gov/images/members/%7BC88F32E6-78FD-4BFF-9894-105CEC155A8F%7D.jpg,house/keith-p-sommer.jpg
House,Joe Sosnowski,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2836,https://www.ilga.gov/house/RepBills.asp?MemberID=2836,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2836,69,R,,https://www.ilga.gov/images/members/%7B7DEBF89C-D2BA-4952-94A2-40F564A00144%7D.jpg,house/joe-sosnowski.jpg
House,Ryan Spain,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2910,https://www.ilga.gov/house/RepBills.asp?MemberID=2910,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2910,73,R,,https://www.ilga.gov/images/members/%7B4C25C70B-0E39-406B-9318-A899C2A6D1B0%7D.jpg,house/ryan-spain.jpg
House,Anne Stava-Murray,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2941,https://www.ilga.gov/house/RepBills.asp?MemberID=2941,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2941,81,D,,https://www.ilga.gov/images/members/%7B0322F94E-013C-4237-9808-4462138AC595%7D.jpg,house/anne-stava-murray.jpg
House,Bradley Stephens,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2971,https://www.ilga.gov/house/RepBills.asp?MemberID=2971,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2971,20,R,,https://www.ilga.gov/images/members/%7BBD3836AC-CD0C-4E20-AD4C-1F2AEA56A8A2%7D.jpg,house/bradley-stephens.jpg
House,Denyse Wang Stoneback,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2992,https://www.ilga.gov/house/RepBills.asp?MemberID=2992,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2992,16,D,,https://www.ilga.gov/images/members/%7B39444CDF-BE64-420C-B1C0-E33D4E3924D4%7D.jpg,house/denyse-wang-stoneback.jpg
House,Katie Stuart,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2911,https://www.ilga.gov/house/RepBills.asp?MemberID=2911,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2911,112,D,,https://www.ilga.gov/images/members/%7BD6DC8152-9760-4BEA-ACF5-C41785E6F6C4%7D.jpg,house/katie-stuart.jpg
House,Daniel Swanson,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2912,https://www.ilga.gov/house/RepBills.asp?MemberID=2912,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2912,74,R,,https://www.ilga.gov/images/members/%7BF7512D74-4694-4272-9A1E-6935F4AD4F1D%7D.jpg,house/daniel-swanson.jpg
House,"Curtis J. Tarver, II",https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2949,https://www.ilga.gov/house/RepBills.asp?MemberID=2949,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2949,25,D,,https://www.ilga.gov/images/members/%7BE9404756-F108-41DB-A7A8-87C36BBF763D%7D.jpg,house/curtis-j-tarver-ii.jpg
House,Dan Ugaste,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2954,https://www.ilga.gov/house/RepBills.asp?MemberID=2954,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2954,65,R,,https://www.ilga.gov/images/members/%7B2552FBE4-D977-4283-B00C-78FC085BD955%7D.jpg,house/dan-ugaste.jpg
House,Dave Vella,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2998,https://www.ilga.gov/house/RepBills.asp?MemberID=2998,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2998,68,D,,https://www.ilga.gov/images/members/%7BE0F72B4C-2737-483E-84FE-E596DB8F2DCF%7D.jpg,house/dave-vella.jpg
House,Mark L. Walker,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2944,https://www.ilga.gov/house/RepBills.asp?MemberID=2944,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2944,53,D,,https://www.ilga.gov/images/members/%7BBC2AF76D-FAE4-44C4-8632-AA4E629A9678%7D.jpg,house/mark-l-walker.jpg
House,"Lawrence Walsh, Jr.",https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2844,https://www.ilga.gov/house/RepBills.asp?MemberID=2844,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2844,86,D,,https://www.ilga.gov/images/members/%7BF11DA3BE-D8FF-48F0-8450-43231B4DD28F%7D.jpg,house/lawrence-walsh-jr.jpg
House,Tom Weber,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2956,https://www.ilga.gov/house/RepBills.asp?MemberID=2956,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2956,64,R,,https://www.ilga.gov/images/members/%7B4C80DF49-91D2-4C24-981E-BBE946A671D2%7D.jpg,house/tom-weber.jpg
House,Emanuel Chris Welch,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2859,https://www.ilga.gov/house/RepBills.asp?MemberID=2859,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2859,7,D,,https://www.ilga.gov/images/members/%7B5D419B94-66B4-4F3B-86F1-BFF37B3FA55C%7D.jpg,house/emanuel-chris-welch.jpg
House,David A. Welter,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2895,https://www.ilga.gov/house/RepBills.asp?MemberID=2895,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2895,75,R,,https://www.ilga.gov/images/members/%7BFDBB59A3-86E8-4DAA-9A29-27419536211A%7D.jpg,house/david-a-welter.jpg
House,"Maurice A. West, II",https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2937,https://www.ilga.gov/house/RepBills.asp?MemberID=2937,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2937,67,D,,https://www.ilga.gov/images/members/%7BAFB160BE-629B-4C70-8541-877D6FCDE529%7D.jpg,house/maurice-a-west-ii.jpg
House,Keith R. Wheeler,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2883,https://www.ilga.gov/house/RepBills.asp?MemberID=2883,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2883,50,R,,https://www.ilga.gov/images/members/%7BE55EB524-32B8-4A2A-951D-4BD5A1182F5B%7D.jpg,house/keith-r-wheeler.jpg
House,Blaine Wilhour,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2962,https://www.ilga.gov/house/RepBills.asp?MemberID=2962,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2962,107,R,,https://www.ilga.gov/images/members/%7B66C5580C-A414-41BB-B3AC-638925AC34CD%7D.jpg,house/blaine-wilhour.jpg
House,Ann M. Williams,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2837,https://www.ilga.gov/house/RepBills.asp?MemberID=2837,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2837,11,D,,https://www.ilga.gov/images/members/%7BC45B418C-4848-4467-ADC2-739B2D1E4418%7D.jpg,house/ann-m-williams.jpg
House,Jawaharial Williams,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2969,https://www.ilga.gov/house/RepBills.asp?MemberID=2969,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2969,10,D,,https://www.ilga.gov/images/members/%7B32750D93-496F-42CA-9CCE-93C3451713A1%7D.jpg,house/jawaharial-williams.jpg
