side,name,page_link,bills,committees,district,party,title,image_url,saved_image
House,Tim Butler,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2889,https://www.ilga.gov/house/RepBills.asp?MemberID=2889,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2889,87,R,,https://www.ilga.gov/images/members/%7B8D147B40-5711-4E50-AAC8-ED40137F3B46%7D.jpg,house/tim-butler.jpg
House,Jonathan Carroll,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2916,https://www.ilga.gov/house/RepBills.asp?MemberID=2916,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2916,57,D,,https://www.ilga.gov/images/members/%7B1014E3F8-887D-4889-804E-95E5457B46BB%7D.jpg,house/jonathan-carroll.jpg
House,Kelly M. Cassidy,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2840,https://www.ilga.gov/house/RepBills.asp?MemberID=2840,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2840,14,D,,https://www.ilga.gov/images/members/%7B3EFBDD50-41FF-4677-AA47-FB35B70C4667%7D.jpg,house/kelly-m-cassidy.jpg
House,Dan Caulkins,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2960,https://www.ilga.gov/house/RepBills.asp?MemberID=2960,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2960,101,R,,https://www.ilga.gov/images/members/%7B73C533DE-29C5-4EF9-A32C-DC5D8EA1DFE8%7D.jpg,house/dan-caulkins.jpg
House,Andrew S. Chesney,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2963,https://www.ilga.gov/house/RepBills.asp?MemberID=2963,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2963,89,R,,https://www.ilga.gov/images/members/%7B1153A212-EA92-4CF5-A755-8E676033330C%7D.jpg,house/andrew-s-chesney.jpg
House,Lakesia Collins,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2979,https://www.ilga.gov/house/RepBills.asp?MemberID=2979,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2979,9,D,,https://www.ilga.gov/images/members/%7BD61727A1-A966-43D1-990F-C5036C547763%7D.jpg,house/lakesia-collins.jpg
House,Deb Conroy,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2863,https://www.ilga.gov/house/RepBills.asp?MemberID=2863,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2863,46,D,,https://www.ilga.gov/images/members/%7B643B5E07-BEDA-400C-BBDD-8FADE7A97A38%7D.jpg,house/deb-conroy.jpg
House,Terra Costa Howard,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2940,https://www.ilga.gov/house/RepBills.asp?MemberID=2940,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2940,48,D,,https://www.ilga.gov/images/members/%7B7A155EE5-0C58-43BC-9B51-65B6E2908BA1%7D.jpg,house/terra-costa-howard.jpg
House,Fred Crespo,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2817,https://www.ilga.gov/house/RepBills.asp?MemberID=2817,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2817,44,D,,https://www.ilga.gov/images/members/%7BB92F7A2F-6517-4A3F-87B3-56FAA240285F%7D.jpg,house/fred-crespo.jpg
House,Margaret Croke,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2986,https://www.ilga.gov/house/RepBills.asp?MemberID=2986,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2986,12,D,,https://www.ilga.gov/images/members/%7B1719759C-D601-4575-A753-1244D0FE550A%7D.jpg,house/margaret-croke.jpg
House,C.D. Davidsmeyer,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2872,https://www.ilga.gov/house/RepBills.asp?MemberID=2872,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2872,100,R,,https://www.ilga.gov/images/members/%7BE54250D5-EB1C-4CB6-9CF9-CA95CAA2F269%7D.jpg,house/cd-davidsmeyer.jpg
House,William Davis,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2801,https://www.ilga.gov/house/RepBills.asp?MemberID=2801,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2801,30,D,,https://www.ilga.gov/images/members/%7B6012DCA8-7486-49F9-A387-8703A2CF469C%7D.jpg,house/william-davis.jpg
House,Eva Dina Delgado,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2974,https://www.ilga.gov/house/RepBills.asp?MemberID=2974,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2974,3,D,,https://www.ilga.gov/images/members/%7BD02A93E7-7D84-4429-92AB-60B61084EBA1%7D.jpg,house/eva-dina-delgado.jpg
House,Anthony DeLuca,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2824,https://www.ilga.gov/house/RepBills.asp?MemberID=2824,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2824,80,D,,https://www.ilga.gov/images/members/%7B64399002-8B14-4D8E-80A4-54A77F25421C%7D.jpg,house/anthony-deluca.jpg
House,Tom Demmer,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2869,https://www.ilga.gov/house/RepBills.asp?MemberID=2869,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2869,90,R,,https://www.ilga.gov/images/members/%7B32747BD4-4453-4942-8DE7-CCED7209FFE2%7D.jpg,house/tom-demmer.jpg
House,Daniel Didech,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2938,https://www.ilga.gov/house/RepBills.asp?MemberID=2938,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2938,59,D,,https://www.ilga.gov/images/members/%7B1EA869A9-B93D-4E72-824B-E14992452581%7D.jpg,house/daniel-didech.jpg
House,Jim Durkin,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2810,https://www.ilga.gov/house/RepBills.asp?MemberID=2810,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2810,82,R,,https://www.ilga.gov/images/members/%7B760BBA90-38A6-4917-8C3A-D28908F67ED7%7D.jpg,house/jim-durkin.jpg
House,Amy Elik,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=3002,https://www.ilga.gov/house/RepBills.asp?MemberID=3002,https://www.ilga.gov/house/RepCommittees.asp?MemberID=3002,111,R,,https://www.ilga.gov/images/members/%7BD070CEE6-55DF-4D51-961B-CCA4A0E49A8C%7D.jpg,house/amy-elik.jpg
House,"Marcus C. Evans, Jr.",https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2843,https://www.ilga.gov/house/RepBills.asp?MemberID=2843,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2843,33,D,,https://www.ilga.gov/images/members/%7BBFD8B13A-CD65-452C-8F20-9D32C3A013BF%7D.jpg,house/marcus-c-evans-jr.jpg
House,Mary E. Flowers,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2790,https://www.ilga.gov/house/RepBills.asp?MemberID=2790,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2790,31,D,,https://www.ilga.gov/images/members/%7B3049B08D-BD65-4FCF-B82C-D46B0B4CCF4F%7D.jpg,house/mary-e-flowers.jpg
House,La Shawn K. Ford,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2815,https://www.ilga.gov/house/RepBills.asp?MemberID=2815,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2815,8,D,,https://www.ilga.gov/images/members/%7BBCC3C8D6-5728-4A69-8A3B-F203314DD563%7D.jpg,house/la-shawn-k-ford.jpg
House,Randy E. Frese,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2881,https://www.ilga.gov/house/RepBills.asp?MemberID=2881,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2881,94,R,,https://www.ilga.gov/images/members/%7BBFF3CD04-BFB6-4681-952F-D519B27FE904%7D.jpg,house/randy-e-frese.jpg
House,David Friess,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=3004,https://www.ilga.gov/house/RepBills.asp?MemberID=3004,https://www.ilga.gov/house/RepCommittees.asp?MemberID=3004,116,R,,https://www.ilga.gov/images/members/%7BC1F3982E-6DA7-4AE6-96B9-77E9FBC87A2A%7D.jpg,house/david-friess.jpg
House,Robyn Gabel,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2825,https://www.ilga.gov/house/RepBills.asp?MemberID=2825,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2825,18,D,,https://www.ilga.gov/images/members/%7B739CC8F9-E9E4-40A1-AB86-883EF9A5E313%7D.jpg,house/robyn-gabel.jpg
House,Jennifer Gong-Gershowitz,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2945,https://www.ilga.gov/house/RepBills.asp?MemberID=2945,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2945,17,D,,https://www.ilga.gov/images/members/%7B395E8140-10ED-4C70-81B9-2673676BF467%7D.jpg,house/jennifer-gong-gershowitz.jpg
House,"Edgar Gonzalez, Jr.",https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2975,https://www.ilga.gov/house/RepBills.asp?MemberID=2975,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2975,21,D,,https://www.ilga.gov/images/members/%7B370B1494-7F8F-48BC-BD66-4756E15442E1%7D.jpg,house/edgar-gonzalez-jr.jpg
House,Jehan Gordon-Booth,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2821,https://www.ilga.gov/house/RepBills.asp?MemberID=2821,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2821,92,D,,https://www.ilga.gov/images/members/%7BA81D0C01-0A50-446D-B796-3A5A6D046EB1%7D.jpg,house/jehan-gordon-booth.jpg
House,Amy Grant,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2955,https://www.ilga.gov/house/RepBills.asp?MemberID=2955,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2955,42,R,,https://www.ilga.gov/images/members/%7B41DCC207-977E-45DC-BD10-A8AFDCEB673E%7D.jpg,house/amy-grant.jpg
House,LaToya Greenwood,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2902,https://www.ilga.gov/house/RepBills.asp?MemberID=2902,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2902,114,D,,https://www.ilga.gov/images/members/%7B87BFA17C-40F4-48B9-AFF5-5A0F37E8EEAF%7D.jpg,house/latoya-greenwood.jpg
House,Angelica Guerrero-Cuellar,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=3011,https://www.ilga.gov/house/RepBills.asp?MemberID=3011,https://www.ilga.gov/house/RepCommittees.asp?MemberID=3011,22,D,,https://www.ilga.gov/images/members/%7B22FBB36E-8A65-4E83-81F1-A20247A6B8F2%7D.jpg,house/angelica-guerrero-cuellar.jpg
House,Will Guzzardi,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2884,https://www.ilga.gov/house/RepBills.asp?MemberID=2884,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2884,39,D,,https://www.ilga.gov/images/members/%7BC127AF36-0EAE-48B6-8C31-86AAE3935790%7D.jpg,house/will-guzzardi.jpg
House,Jackie Haas,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2981,https://www.ilga.gov/house/RepBills.asp?MemberID=2981,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2981,79,R,,https://www.ilga.gov/images/members/%7B9E211C98-BCB9-43CF-8A78-57D295FB9D78%7D.jpg,house/jackie-haas.jpg
House,Brad Halbrook,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2913,https://www.ilga.gov/house/RepBills.asp?MemberID=2913,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2913,102,R,,https://www.ilga.gov/images/members/%7B3F3C3739-E087-440D-B006-33043A8F5083%7D.jpg,house/brad-halbrook.jpg
House,Michael Halpin,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2903,https://www.ilga.gov/house/RepBills.asp?MemberID=2903,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2903,72,D,,https://www.ilga.gov/images/members/%7B51EA8D97-3DDD-42AC-B607-CF1C1235CB56%7D.jpg,house/michael-halpin.jpg
House,Sandra Hamilton,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=3014,https://www.ilga.gov/house/RepBills.asp?MemberID=3014,https://www.ilga.gov/house/RepCommittees.asp?MemberID=3014,99,R,,https://www.ilga.gov/images/members/%7B081B04B4-59C6-4775-A840-B0DF082CB889%7D.jpg,house/sandra-hamilton.jpg
House,Norine K. Hammond,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2838,https://www.ilga.gov/house/RepBills.asp?MemberID=2838,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2838,93,R,,https://www.ilga.gov/images/members/%7B07D3914D-440A-4891-99AE-256F657BBFFF%7D.jpg,house/norine-k-hammond.jpg
House,Sonya M. Harper,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2892,https://www.ilga.gov/house/RepBills.asp?MemberID=2892,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2892,6,D,,https://www.ilga.gov/images/members/%7B04C99384-69F8-4ACE-9E43-11E21CC5F820%7D.jpg,house/sonya-m-harper.jpg
House,Greg Harris,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2811,https://www.ilga.gov/house/RepBills.asp?MemberID=2811,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2811,13,D,,https://www.ilga.gov/images/members/%7B8EDBEBE1-17C3-4EBA-A5AA-9DC1321DB0B3%7D.jpg,house/greg-harris.jpg
House,Barbara Hernandez,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2967,https://www.ilga.gov/house/RepBills.asp?MemberID=2967,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2967,83,D,,https://www.ilga.gov/images/members/%7BE3518E4F-7AAF-4D93-8985-336197D96094%7D.jpg,house/barbara-hernandez.jpg
House,Elizabeth Hernandez,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2816,https://www.ilga.gov/house/RepBills.asp?MemberID=2816,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2816,24,D,,https://www.ilga.gov/images/members/%7B4E4C2A21-FDC2-48CA-9BA8-462A62E7A33B%7D.jpg,house/elizabeth-hernandez.jpg
House,Maura Hirschauer,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2995,https://www.ilga.gov/house/RepBills.asp?MemberID=2995,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2995,49,D,,https://www.ilga.gov/images/members/%7BF62525B8-2C23-49B7-AAB8-EFA6AE575F68%7D.jpg,house/maura-hirschauer.jpg
House,Jay Hoffman,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2874,https://www.ilga.gov/house/RepBills.asp?MemberID=2874,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2874,113,D,,https://www.ilga.gov/images/members/%7BFCD7EF06-36D9-46A7-8085-4B5A5ED81A80%7D.jpg,house/jay-hoffman.jpg
House,Frances Ann Hurley,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2862,https://www.ilga.gov/house/RepBills.asp?MemberID=2862,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2862,35,D,,https://www.ilga.gov/images/members/%7BE5ABA68E-10AC-4592-B38E-2C65AFB777B2%7D.jpg,house/frances-ann-hurley.jpg
House,Paul Jacobs,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=3003,https://www.ilga.gov/house/RepBills.asp?MemberID=3003,https://www.ilga.gov/house/RepCommittees.asp?MemberID=3003,115,R,,https://www.ilga.gov/images/members/%7B0E151A06-57C8-4261-9577-278F5DD4B717%7D.jpg,house/paul-jacobs.jpg
House,Thaddeus Jones,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2833,https://www.ilga.gov/house/RepBills.asp?MemberID=2833,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2833,29,D,,https://www.ilga.gov/images/members/%7B6EE82A11-2CC6-48E9-9DE6-61D83EBCAB6B%7D.jpg,house/thaddeus-jones.jpg
House,Jeff Keicher,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2921,https://www.ilga.gov/house/RepBills.asp?MemberID=2921,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2921,70,R,,https://www.ilga.gov/images/members/%7BFD009EA6-624D-45C7-A093-BC66B8B3C090%7D.jpg,house/jeff-keicher.jpg
House,Michael Kelly,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=3013,https://www.ilga.gov/house/RepBills.asp?MemberID=3013,https://www.ilga.gov/house/RepCommittees.asp?MemberID=3013,15,D,,https://www.ilga.gov/images/members/%7B90B28E06-84A0-47EB-A80B-403DF4CDA607%7D.jpg,house/michael-kelly.jpg
House,Stephanie A. Kifowit,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2868,https://www.ilga.gov/house/RepBills.asp?MemberID=2868,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2868,84,D,,https://www.ilga.gov/images/members/%7B96E18070-8D3D-4EEC-8432-8A30FEC19E5C%7D.jpg,house/stephanie-a-kifowit.jpg
House,Lindsey LaPointe,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2972,https://www.ilga.gov/house/RepBills.asp?MemberID=2972,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2972,19,D,,https://www.ilga.gov/images/members/%7B7447C9D9-48D0-457E-BDC9-847FB8D35DB5%7D.jpg,house/lindsey-lapointe.jpg
House,Seth Lewis,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2994,https://www.ilga.gov/house/RepBills.asp?MemberID=2994,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2994,45,R,,https://www.ilga.gov/images/members/%7BA6F8A7CD-1A0F-46BA-BAA7-1D0FD11E43CF%7D.jpg,house/seth-lewis.jpg
House,Camille Y. Lilly,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2826,https://www.ilga.gov/house/RepBills.asp?MemberID=2826,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2826,78,D,,https://www.ilga.gov/images/members/%7B84D8FB64-9F82-405A-9376-A69ADFB46E53%7D.jpg,house/camille-y-lilly.jpg
House,Mark Luft,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=3000,https://www.ilga.gov/house/RepBills.asp?MemberID=3000,https://www.ilga.gov/house/RepCommittees.asp?MemberID=3000,91,R,,https://www.ilga.gov/images/members/%7B3BAF16F7-00F7-433F-92AE-8F708396B421%7D.jpg,house/mark-luft.jpg
House,Theresa Mah,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2904,https://www.ilga.gov/house/RepBills.asp?MemberID=2904,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2904,2,D,,https://www.ilga.gov/images/members/%7B808BAA30-BB82-437A-9A76-386F9A65A073%7D.jpg,house/theresa-mah.jpg
House,Natalie A. Manley,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2870,https://www.ilga.gov/house/RepBills.asp?MemberID=2870,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2870,98,D,,https://www.ilga.gov/images/members/%7BF3781CCA-4285-44C3-8E60-811B9229EA1B%7D.jpg,house/natalie-a-manley.jpg
House,Michael T. Marron,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2924,https://www.ilga.gov/house/RepBills.asp?MemberID=2924,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2924,104,R,,https://www.ilga.gov/images/members/%7BC3BE26CD-E738-4985-8F5B-069F76189A73%7D.jpg,house/michael-t-marron.jpg
House,Joyce Mason,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2952,https://www.ilga.gov/house/RepBills.asp?MemberID=2952,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2952,61,D,,https://www.ilga.gov/images/members/%7B26C52E17-9395-4BF8-B6E6-3E1CE6234032%7D.jpg,house/joyce-mason.jpg
House,Rita Mayfield,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2827,https://www.ilga.gov/house/RepBills.asp?MemberID=2827,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2827,60,D,,https://www.ilga.gov/images/members/%7B3A2DAB8B-B5F8-48EE-85D3-05894ED42A5D%7D.jpg,house/rita-mayfield.jpg
House,Deanne M. Mazzochi,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2920,https://www.ilga.gov/house/RepBills.asp?MemberID=2920,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2920,47,R,,https://www.ilga.gov/images/members/%7BEFDF86C3-4EAD-4265-B666-C24FFF65F9E1%7D.jpg,house/deanne-m-mazzochi.jpg
House,Tony McCombie,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2905,https://www.ilga.gov/house/RepBills.asp?MemberID=2905,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2905,71,R,,https://www.ilga.gov/images/members/%7B0766A6E9-981F-491B-B3A1-12DF91F1DBDA%7D.jpg,house/tony-mccombie.jpg
House,Martin McLaughlin,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2997,https://www.ilga.gov/house/RepBills.asp?MemberID=2997,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2997,52,R,,https://www.ilga.gov/images/members/%7BF90CD638-AB1B-4A73-A003-02D9A911B599%7D.jpg,house/martin-mclaughlin.jpg
House,Charles Meier,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2873,https://www.ilga.gov/house/RepBills.asp?MemberID=2873,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2873,108,R,,https://www.ilga.gov/images/members/%7B9D43D019-A58A-47EC-B769-A7050C4B49DB%7D.jpg,house/charles-meier.jpg
House,Debbie Meyers-Martin,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2942,https://www.ilga.gov/house/RepBills.asp?MemberID=2942,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2942,38,D,,https://www.ilga.gov/images/members/%7BE3E2099C-AB6A-442B-B191-3A83D6D3A1E2%7D.jpg,house/debbie-meyers-martin.jpg
House,Chris Miller,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2959,https://www.ilga.gov/house/RepBills.asp?MemberID=2959,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2959,110,R,,https://www.ilga.gov/images/members/%7B2A519012-9070-494B-9FFC-C2646374202E%7D.jpg,house/chris-miller.jpg
House,Anna Moeller,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2876,https://www.ilga.gov/house/RepBills.asp?MemberID=2876,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2876,43,D,,https://www.ilga.gov/images/members/%7BDCE9D682-0582-49BD-AD67-98C2502D89C2%7D.jpg,house/anna-moeller.jpg
House,Bob Morgan,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2946,https://www.ilga.gov/house/RepBills.asp?MemberID=2946,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2946,58,D,,https://www.ilga.gov/images/members/%7BA3460802-617C-4097-B043-6D63A11278AC%7D.jpg,house/bob-morgan.jpg
House,Thomas Morrison,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2834,https://www.ilga.gov/house/RepBills.asp?MemberID=2834,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2834,54,R,,https://www.ilga.gov/images/members/%7B590FA09F-B685-4E88-B384-B5EE3F2D58E8%7D.jpg,house/thomas-morrison.jpg
House,Martin J. Moylan,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2865,https://www.ilga.gov/house/RepBills.asp?MemberID=2865,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2865,55,D,,https://www.ilga.gov/images/members/%7B3E365092-6B37-486C-996B-C140284F8723%7D.jpg,house/martin-j-moylan.jpg
House,Michelle Mussman,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2835,https://www.ilga.gov/house/RepBills.asp?MemberID=2835,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2835,56,D,,https://www.ilga.gov/images/members/%7B63BBD5DE-333E-4015-8658-4F7B2D45E1B7%7D.jpg,house/michelle-mussman.jpg
House,Suzanne Ness,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=3005,https://www.ilga.gov/house/RepBills.asp?MemberID=3005,https://www.ilga.gov/house/RepCommittees.asp?MemberID=3005,66,D,,https://www.ilga.gov/images/members/%7B735B1C5A-1929-4EC8-92B4-72E58D74E743%7D.jpg,house/suzanne-ness.jpg
House,Cyril Nichols,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=3012,https://www.ilga.gov/house/RepBills.asp?MemberID=3012,https://www.ilga.gov/house/RepCommittees.asp?MemberID=3012,32,D,,https://www.ilga.gov/images/members/%7BE6B2E40B-0892-434C-854D-629B94E609A4%7D.jpg,house/cyril-nichols.jpg
House,Adam Niemerg,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=3001,https://www.ilga.gov/house/RepBills.asp?MemberID=3001,https://www.ilga.gov/house/RepCommittees.asp?MemberID=3001,109,R,,https://www.ilga.gov/images/members/%7BEDDABDD8-51A3-413F-B2A0-FA5953D29598%7D.jpg,house/adam-niemerg.jpg
House,Aaron M. Ortiz,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2953,https://www.ilga.gov/house/RepBills.asp?MemberID=2953,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2953,1,D,,https://www.ilga.gov/images/members/%7BD96B0DF9-0E06-487B-825C-AB0BE8C3CA1E%7D.jpg,house/aaron-m-ortiz.jpg
House,Tim Ozinga,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2984,https://www.ilga.gov/house/RepBills.asp?MemberID=2984,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2984,37,R,,https://www.ilga.gov/images/members/%7BD63FEADE-8FB9-42B9-8708-A02E758A7DB5%7D.jpg,house/tim-ozinga.jpg
House,Delia C. Ramirez,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2948,https://www.ilga.gov/house/RepBills.asp?MemberID=2948,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2948,4,D,,https://www.ilga.gov/images/members/%7B9191D594-17C7-4AE7-8391-69AC35855F8C%7D.jpg,house/delia-c-ramirez.jpg
House,Steven Reick,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2907,https://www.ilga.gov/house/RepBills.asp?MemberID=2907,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2907,63,R,,https://www.ilga.gov/images/members/%7BD4845B6E-9A2E-4F0E-9F70-503B2E5891CA%7D.jpg,house/steven-reick.jpg
House,Robert Rita,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2802,https://www.ilga.gov/house/RepBills.asp?MemberID=2802,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2802,28,D,,https://www.ilga.gov/images/members/%7BAC16F1E8-0988-4A08-A2E5-EF4D06371A24%7D.jpg,house/robert-rita.jpg
House,"Lamont J. Robinson, Jr.",https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2947,https://www.ilga.gov/house/RepBills.asp?MemberID=2947,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2947,5,D,,https://www.ilga.gov/images/members/%7BADEF6C52-D60E-41E7-91CA-ED943108D35B%7D.jpg,house/lamont-j-robinson-jr.jpg
House,Sue Scherer,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2871,https://www.ilga.gov/house/RepBills.asp?MemberID=2871,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2871,96,D,,https://www.ilga.gov/images/members/%7BA0B92E66-B4F7-4B85-A7F2-14C0153B426F%7D.jpg,house/sue-scherer.jpg
House,Dave Severin,https://www.ilga.gov/house/Rep.asp?GA=102&MemberID=2908,https://www.ilga.gov/house/RepBills.asp?MemberID=2908,https://www.ilga.gov/house/RepCommittees.asp?MemberID=2908,117,R,,https://www.ilga.gov/images/members/%7BFC792043-4CE1-4796-BA38-E68B39A9847A%7D.jpg,house/dave-severin.jpg
